user_id,song_id,listen_count,timestamp,interaction,genres,hashtag
50,70,1,2024-01-29 22:33:23.160011,-1,"['Synthwave', 'Acoustic', 'Indie', 'Funk', 'Latin', 'Folk', 'EDM', 'DrumAndBass', 'Lo-fi', 'Hip-Hop', 'R&B']",#LifeFeels
41,473,1,2024-07-03 07:45:23.160014,-1,[],
42,334,1,2024-12-08 10:04:23.160017,-1,"['Punk', 'Dubstep']","#MusicToFeelTo,#StoryOfMyLife,#RawEmotions,#LostInThought,#FeelsTrain,#LostAndFound"
31,58,1,2024-04-19 00:58:23.160021,2,"['Country', 'Jazz', 'Pop', 'Blues', 'Trance', 'Metal', 'Punk', 'Rock']","#ChillVibes,#ViralSound,#MusicToFeelTo,#SelfReflection,#Dreamy"
36,54,1,2024-06-06 22:40:23.160024,1,"['DrumAndBass', 'Country', 'Ambient', 'Grunge', 'Folk', 'Trance', 'K-Pop', 'Ska', 'Acoustic', 'Blues', 'Opera']","#CryingInTheClub,#TikTokViral,#CurrentMood,#LostInThought,#LifeFeels,#MusicMood,#Relatable,#InnerPeace,#Emotional,#RawEmotions,#InMyFeelings,#SelfReflection"
77,45,1,2024-05-02 22:08:23.160027,-1,"['Opera', 'Synthwave', 'Country']","#CryingInTheClub,#MusicToFeelTo,#ChillVibes,#StoryOfMyLife,#LostAndFound,#MusicMood,#Relatable,#JustVibing,#MusicTherapy,#CurrentMood,#Emotional,#FeelsTrain"
17,436,2,2024-03-24 05:13:23.160031,1,"['EDM', 'Lo-fi', 'Chillstep', 'Acoustic', 'Trance', 'Pop', 'Country']",
83,397,1,2024-02-13 00:50:23.160034,-1,"['Funk', 'Ska', 'Emo', 'Indie', 'Trap', 'Alternative', 'Soul', 'K-Pop', 'Country']","#DeepThoughts,#TikTokViral,#Mood,#Emotional,#OnMyMind,#LifeFeels,#Heartbreak,#CurrentMood,#BrokenHeart"
34,483,1,2024-05-05 12:45:23.160037,-1,"['Ambient', 'Disco', 'Trap', 'Classical', 'Acoustic', 'Country', 'Indie', 'Dubstep', 'EDM', 'Emo', 'Gospel', 'Opera', 'Rock', 'Pop', 'K-Pop', 'Techno', 'Metal', 'Latin', 'Hip-Hop']","#SelfReflection,#Relatable,#LifeFeels,#JustVibing,#Soulful,#CryingInTheClub,#Heartbreak,#ChillVibes,#LostAndFound,#RawEmotions"
19,256,1,2024-03-11 14:54:23.160040,-1,"['Alternative', 'Folk', 'Country', 'Lo-fi', 'Latin', 'Metal', 'Chillstep', 'Blues', 'Synthwave', 'Electronic', 'Ska', 'World', 'Reggae', 'Punk', 'Trance', 'Techno', 'Classical']","#AloneButNotLonely,#MusicToFeelTo"
83,240,1,2024-04-17 15:14:23.160044,-1,"['Electronic', 'Ska', 'EDM', 'Acoustic', 'Dancehall']","#InMyFeelings,#LoveSong,#SadBoyHours,#AloneButNotLonely"
53,320,1,2024-07-13 00:59:23.160047,-1,[],"#ChillVibes,#StoryOfMyLife,#BrokenHeart,#CurrentMood,#InnerPeace,#DeepThoughts"
69,466,2,2024-05-06 00:49:23.160050,1,"['Grunge', 'Blues', 'Trap', 'K-Pop', 'Techno', 'Dubstep', 'Opera', 'Synthwave', 'World', 'Chillstep', 'Rock', 'Metal', 'Hip-Hop']","#MusicMood,#LifeFeels,#StoryOfMyLife,#InnerPeace,#TikTokViral,#ViralSound,#JustVibing,#FeelsTrain,#Emotional,#MusicTherapy,#Mood"
52,126,1,2024-09-21 20:40:23.160054,-1,"['Afrobeats', 'Ambient', 'Hip-Hop', 'Alternative', 'Opera', 'Synthwave', 'Electronic', 'DrumAndBass', 'Disco', 'Indie', 'Trance', 'Rock', 'Ska', 'Jazz']","#LostAndFound,#ViralSound,#Dreamy,#Soulful,#JustVibing,#Emotional"
79,204,1,2024-08-19 19:53:23.160057,2,"['Electronic', 'Disco', 'Latin', 'Acoustic', 'Afrobeats', 'World']","#BrokenHeart,#LifeFeels"
16,254,2,2024-03-30 05:15:23.160060,2,"['Acoustic', 'Gospel', 'Soul', 'Punk', 'Opera', 'Dancehall', 'EDM', 'Latin', 'Blues', 'Lo-fi']","#SelfReflection,#FeelingsMatter,#Emotional,#LostAndFound,#CryingInTheClub,#StoryOfMyLife,#RawEmotions,#OnMyMind,#SadBoyHours,#FeelsTrain,#LostInThought,#LifeFeels,#HealingThroughMusic"
42,17,1,2024-04-27 11:11:23.160063,-1,"['World', 'Opera', 'Lo-fi', 'Chillstep', 'Afrobeats', 'Jazz', 'Dubstep', 'Ambient', 'Folk', 'Country', 'Electronic', 'DrumAndBass', 'Rock', 'Emo', 'House', 'Alternative', 'Dancehall', 'Techno', 'Soul']",#DeepThoughts
38,331,1,2024-12-10 04:11:23.160067,-1,"['Dubstep', 'Blues', 'Metal', 'House', 'Electronic', 'Trance', 'Folk', 'Rock', 'Reggae', 'Emo', 'World', 'Grunge', 'K-Pop', 'Indie', 'Acoustic', 'Synthwave', 'Latin', 'Disco']","#InMyFeelings,#Soulful,#Dreamy,#RawEmotions,#LateNightVibes,#MusicToFeelTo,#LoveSong,#FeelingsMatter,#SelfReflection,#LifeFeels"
72,340,1,2024-10-07 07:38:23.160070,2,"['Synthwave', 'Gospel', 'R&B', 'Chillstep', 'Dubstep', 'Reggae', 'World', 'Afrobeats', 'Electronic', 'House', 'Trap', 'Country', 'Classical', 'Techno']","#SadBoyHours,#Relatable,#InnerPeace"
61,138,4,2024-12-11 08:25:23.160073,-1,"['Techno', 'Indie', 'Electronic', 'Trap', 'Synthwave', 'Reggae', 'EDM']","#CryingInTheClub,#StoryOfMyLife,#FeelingsMatter,#DeepThoughts,#BrokenHeart,#SelfReflection,#Emotional,#ChillVibes,#OnMyMind,#MusicTherapy,#Soulful"
9,275,1,2024-09-14 06:27:23.160077,-1,"['Alternative', 'Pop', 'Electronic', 'Metal']","#Relatable,#RawEmotions,#InMyFeelings,#StoryOfMyLife,#CryingInTheClub,#OnMyMind,#CurrentMood,#LoveSong,#SadBoyHours,#Dreamy,#ChillVibes,#TikTokViral,#FeelsTrain,#SelfReflection,#Heartbreak"
60,37,1,2024-09-06 05:11:23.160080,1,"['Metal', 'Lo-fi', 'Hip-Hop', 'Pop', 'Ambient', 'R&B', 'Techno', 'EDM', 'Afrobeats', 'World', 'House', 'Blues', 'Ska', 'Emo', 'Chillstep', 'Jazz', 'Grunge', 'Dubstep', 'Classical']","#SadBoyHours,#DeepThoughts,#CurrentMood,#OnMyMind,#SelfReflection,#TikTokViral"
93,99,1,2024-07-23 14:10:23.160083,2,"['Emo', 'Jazz', 'Ambient', 'Synthwave', 'Metal', 'Ska', 'Trap', 'Grunge', 'DrumAndBass', 'World', 'Disco', 'Latin']","#InnerPeace,#LostInThought,#MusicMood,#BrokenHeart,#CurrentMood,#LateNightVibes,#DeepThoughts,#JustVibing,#RawEmotions,#OnMyMind"
68,16,1,2024-03-27 11:58:23.160086,-1,"['Grunge', 'Metal', 'Ambient', 'Ska', 'Classical', 'World', 'Soul', 'DrumAndBass', 'Dubstep', 'Trap', 'Blues']","#Soulful,#HealingThroughMusic,#LostAndFound,#RawEmotions,#TikTokViral,#MusicMood,#OnMyMind,#MusicToFeelTo,#LostInThought,#BrokenHeart,#Dreamy,#MusicTherapy,#Emotional,#AloneButNotLonely"
45,26,1,2024-10-01 17:23:23.160089,-1,"['Lo-fi', 'Country', 'Electronic', 'Blues', 'Gospel', 'Latin', 'Synthwave', 'K-Pop', 'Funk', 'Metal', 'Opera', 'Indie', 'Trance', 'Rock', 'Alternative', 'Chillstep', 'Techno', 'Pop']","#SadBoyHours,#InMyFeelings,#BrokenHeart,#InnerPeace"
19,95,1,2024-04-27 08:59:23.160093,1,"['Gospel', 'Lo-fi', 'Hip-Hop', 'Punk', 'Reggae', 'Country', 'K-Pop', 'Latin', 'Metal', 'Alternative']","#Emotional,#TikTokViral,#Heartbreak,#AloneButNotLonely,#LateNightVibes,#DeepThoughts,#ViralSound,#JustVibing,#Dreamy,#Soulful,#RawEmotions,#LoveSong,#FeelingsMatter,#ChillVibes"
78,412,2,2024-11-09 17:45:23.160096,-1,"['Techno', 'Pop', 'Funk', 'Blues', 'Reggae', 'Folk', 'DrumAndBass', 'R&B', 'Disco', 'Ambient', 'Emo', 'EDM', 'Punk', 'Alternative', 'Country', 'Jazz', 'Trance', 'Metal']","#InnerPeace,#Relatable,#InMyFeelings"
87,215,1,2025-01-24 04:33:23.160099,1,"['Soul', 'Hip-Hop', 'House', 'Opera', 'DrumAndBass', 'Pop', 'Blues', 'Chillstep', 'Punk', 'Classical', 'Emo', 'Metal', 'K-Pop', 'Ambient', 'Trance']","#MusicMood,#HealingThroughMusic,#OnMyMind,#CryingInTheClub,#SelfReflection,#FeelsTrain,#MusicToFeelTo,#LostInThought,#ViralSound,#LateNightVibes"
44,54,3,2024-05-13 23:12:23.160102,-1,"['DrumAndBass', 'Country', 'Ambient', 'Grunge', 'Folk', 'Trance', 'K-Pop', 'Ska', 'Acoustic', 'Blues', 'Opera']","#CryingInTheClub,#TikTokViral,#CurrentMood,#LostInThought,#LifeFeels,#MusicMood,#Relatable,#InnerPeace,#Emotional,#RawEmotions,#InMyFeelings,#SelfReflection"
53,170,1,2024-02-15 18:33:23.160106,1,"['Emo', 'Disco', 'Latin', 'EDM', 'Alternative', 'Classical', 'Jazz', 'Lo-fi', 'Folk']","#Relatable,#OnMyMind,#Heartbreak,#Emotional,#FeelsTrain,#JustVibing,#InMyFeelings,#LoveSong,#HealingThroughMusic,#DeepThoughts,#LostInThought"
3,47,1,2024-08-01 06:23:23.160109,-1,"['Chillstep', 'R&B', 'Ska', 'Reggae', 'Soul']","#ViralSound,#Emotional,#AloneButNotLonely,#InnerPeace,#MusicToFeelTo,#RawEmotions,#Soulful"
86,443,0,2024-10-09 09:53:23.160112,-1,"['Alternative', 'Trap', 'Opera', 'Dancehall', 'Ska', 'Metal', 'Classical', 'Pop', 'Reggae', 'Jazz']","#LostAndFound,#MusicToFeelTo,#Mood,#DeepThoughts,#InnerPeace,#LostInThought,#Emotional,#LateNightVibes,#Heartbreak,#StoryOfMyLife,#FeelsTrain,#HealingThroughMusic,#AloneButNotLonely"
92,343,3,2024-06-04 05:53:23.160115,2,"['Alternative', 'K-Pop', 'Emo', 'Acoustic', 'Metal', 'Disco', 'Hip-Hop']",#HealingThroughMusic
85,22,1,2024-04-12 00:14:23.160118,-1,"['Reggae', 'R&B', 'Grunge', 'Emo', 'Lo-fi', 'Synthwave']","#Soulful,#InnerPeace,#ChillVibes,#MusicMood,#JustVibing,#LateNightVibes,#TikTokViral,#LostInThought,#FeelsTrain,#LostAndFound,#CurrentMood"
88,418,2,2024-12-28 17:24:23.160122,2,"['Soul', 'Jazz', 'House', 'Electronic', 'Blues', 'DrumAndBass']",#LateNightVibes
5,441,0,2024-12-21 06:59:23.160125,1,"['Ambient', 'Country', 'Dubstep', 'Classical', 'Punk', 'Gospel', 'Afrobeats', 'Rock', 'EDM', 'Trance', 'World', 'Dancehall', 'Lo-fi', 'Trap', 'House', 'Opera', 'Ska', 'Folk', 'DrumAndBass']","#AloneButNotLonely,#FeelsTrain,#TikTokViral,#Dreamy,#LostInThought,#StoryOfMyLife,#BrokenHeart"
31,256,1,2024-02-20 19:23:23.160130,2,"['Alternative', 'Folk', 'Country', 'Lo-fi', 'Latin', 'Metal', 'Chillstep', 'Blues', 'Synthwave', 'Electronic', 'Ska', 'World', 'Reggae', 'Punk', 'Trance', 'Techno', 'Classical']","#AloneButNotLonely,#MusicToFeelTo"
59,31,1,2024-12-27 00:42:23.160134,2,"['Opera', 'Electronic', 'Disco']",
8,377,1,2024-03-26 06:17:23.160137,-1,['Emo'],"#Soulful,#OnMyMind,#LateNightVibes,#FeelingsMatter,#JustVibing,#InMyFeelings,#MusicTherapy,#HealingThroughMusic,#BrokenHeart,#AloneButNotLonely,#Mood"
69,215,1,2025-01-01 18:34:23.160141,-1,"['Soul', 'Hip-Hop', 'House', 'Opera', 'DrumAndBass', 'Pop', 'Blues', 'Chillstep', 'Punk', 'Classical', 'Emo', 'Metal', 'K-Pop', 'Ambient', 'Trance']","#MusicMood,#HealingThroughMusic,#OnMyMind,#CryingInTheClub,#SelfReflection,#FeelsTrain,#MusicToFeelTo,#LostInThought,#ViralSound,#LateNightVibes"
64,471,1,2024-12-18 08:49:23.160144,-1,"['Alternative', 'Pop', 'Electronic']",
76,462,1,2024-07-30 02:55:23.160147,-1,"['Rock', 'Opera', 'House', 'K-Pop', 'Indie', 'Metal', 'Latin', 'Country', 'Dancehall', 'Hip-Hop', 'Lo-fi', 'World', 'Trance', 'Chillstep', 'Punk', 'Soul', 'Grunge', 'Dubstep']","#DeepThoughts,#LostInThought,#BrokenHeart,#SadBoyHours,#CryingInTheClub,#MusicTherapy,#MusicMood,#Emotional,#FeelingsMatter,#LateNightVibes,#LifeFeels,#InMyFeelings,#SelfReflection,#TikTokViral,#FeelsTrain"
12,67,2,2024-03-25 19:30:23.160151,1,[],#HealingThroughMusic
16,220,4,2024-04-18 14:44:23.160154,-1,"['Metal', 'Chillstep', 'Classical', 'Indie']","#LostInThought,#LoveSong,#ChillVibes,#StoryOfMyLife,#LateNightVibes,#HealingThroughMusic"
26,362,2,2024-08-03 05:22:23.160157,-1,"['Trance', 'Latin', 'Electronic', 'Acoustic', 'Alternative', 'Chillstep', 'Indie', 'Trap']","#Relatable,#Soulful,#LostInThought,#MusicMood,#Heartbreak,#LateNightVibes,#SelfReflection,#LifeFeels,#SadBoyHours,#Mood,#InMyFeelings,#LostAndFound,#StoryOfMyLife,#InnerPeace"
45,246,2,2024-02-07 16:08:23.160161,2,"['Latin', 'Rock', 'R&B', 'World', 'Opera', 'Emo', 'Country']","#LifeFeels,#Mood,#MusicTherapy,#AloneButNotLonely,#ViralSound,#HealingThroughMusic,#Relatable,#MusicMood,#BrokenHeart,#InnerPeace,#TikTokViral,#LostInThought,#OnMyMind,#SelfReflection"
68,281,1,2024-02-03 21:00:23.160164,1,"['Disco', 'Chillstep', 'K-Pop', 'World', 'House', 'Blues', 'Classical', 'Afrobeats', 'DrumAndBass', 'EDM', 'Country', 'Gospel', 'Alternative', 'Trance', 'R&B', 'Funk', 'Grunge']",#SadBoyHours
20,375,1,2024-11-13 01:08:23.160167,-1,"['Funk', 'Jazz', 'R&B', 'Trap', 'Disco', 'Electronic']","#InnerPeace,#StoryOfMyLife,#Soulful,#FeelingsMatter,#Mood,#LostInThought,#LoveSong,#Heartbreak,#FeelsTrain"
55,216,0,2024-11-01 00:03:23.160171,-1,"['Punk', 'Emo', 'Dancehall']","#Heartbreak,#LostInThought,#OnMyMind,#FeelingsMatter,#Emotional,#InnerPeace,#ChillVibes,#HealingThroughMusic,#CurrentMood,#AloneButNotLonely,#LostAndFound,#InMyFeelings,#FeelsTrain"
21,45,1,2024-03-14 23:47:23.160174,-1,"['Opera', 'Synthwave', 'Country']","#CryingInTheClub,#MusicToFeelTo,#ChillVibes,#StoryOfMyLife,#LostAndFound,#MusicMood,#Relatable,#JustVibing,#MusicTherapy,#CurrentMood,#Emotional,#FeelsTrain"
60,32,2,2024-06-07 13:48:23.160177,1,"['Latin', 'DrumAndBass', 'Opera', 'Dancehall', 'Synthwave', 'Hip-Hop', 'Folk', 'Electronic', 'Funk', 'Emo', 'Metal', 'Reggae', 'Classical', 'Rock', 'Punk', 'K-Pop', 'Ska', 'Gospel', 'Afrobeats']","#AloneButNotLonely,#Dreamy,#Heartbreak,#LostAndFound,#LifeFeels,#MusicToFeelTo,#CurrentMood"
78,487,2,2024-10-22 14:55:23.160180,1,['Latin'],#InnerPeace
42,138,1,2024-03-03 12:45:23.160184,-1,"['Techno', 'Indie', 'Electronic', 'Trap', 'Synthwave', 'Reggae', 'EDM']","#CryingInTheClub,#StoryOfMyLife,#FeelingsMatter,#DeepThoughts,#BrokenHeart,#SelfReflection,#Emotional,#ChillVibes,#OnMyMind,#MusicTherapy,#Soulful"
36,410,1,2024-03-18 09:31:23.160187,-1,"['Funk', 'Indie', 'Afrobeats', 'Classical']","#FeelingsMatter,#TikTokViral,#MusicTherapy,#MusicMood,#DeepThoughts,#AloneButNotLonely,#InMyFeelings,#RawEmotions,#Soulful,#StoryOfMyLife,#Mood,#LostAndFound,#Dreamy"
40,208,3,2024-09-24 21:18:23.160190,2,"['Trance', 'Chillstep', 'Punk', 'Dubstep', 'EDM', 'Metal', 'K-Pop', 'Pop', 'DrumAndBass', 'Grunge', 'Alternative', 'Indie', 'Gospel', 'House', 'Rock', 'Electronic', 'Opera', 'Funk', 'Country']","#Heartbreak,#ViralSound,#Mood,#LateNightVibes,#FeelsTrain,#AloneButNotLonely,#LostAndFound,#Emotional"
29,297,2,2024-08-23 08:23:23.160194,-1,"['Jazz', 'Opera', 'Dancehall', 'House', 'Latin', 'Pop', 'Ska', 'Techno', 'Blues', 'Metal', 'R&B', 'Electronic', 'Punk', 'Synthwave']",#AloneButNotLonely
30,69,1,2024-12-09 23:45:23.160197,1,"['Lo-fi', 'Classical', 'Dancehall', 'Punk', 'Techno', 'Chillstep', 'Disco', 'Soul', 'World', 'Alternative', 'Funk']","#Relatable,#ViralSound,#DeepThoughts,#MusicToFeelTo,#OnMyMind,#Heartbreak,#Emotional,#LostAndFound,#SadBoyHours"
91,45,2,2024-08-24 01:24:23.160200,-1,"['Opera', 'Synthwave', 'Country']","#CryingInTheClub,#MusicToFeelTo,#ChillVibes,#StoryOfMyLife,#LostAndFound,#MusicMood,#Relatable,#JustVibing,#MusicTherapy,#CurrentMood,#Emotional,#FeelsTrain"
94,126,2,2024-05-21 21:52:23.160204,-1,"['Afrobeats', 'Ambient', 'Hip-Hop', 'Alternative', 'Opera', 'Synthwave', 'Electronic', 'DrumAndBass', 'Disco', 'Indie', 'Trance', 'Rock', 'Ska', 'Jazz']","#LostAndFound,#ViralSound,#Dreamy,#Soulful,#JustVibing,#Emotional"
92,445,1,2024-10-12 10:07:23.160207,1,"['Folk', 'Ska', 'Trap', 'Techno', 'Synthwave', 'House', 'Dubstep', 'EDM', 'Ambient', 'R&B', 'Pop', 'Electronic', 'Latin', 'Chillstep', 'Acoustic', 'Grunge']",
55,126,0,2024-12-04 01:57:23.160210,-1,"['Afrobeats', 'Ambient', 'Hip-Hop', 'Alternative', 'Opera', 'Synthwave', 'Electronic', 'DrumAndBass', 'Disco', 'Indie', 'Trance', 'Rock', 'Ska', 'Jazz']","#LostAndFound,#ViralSound,#Dreamy,#Soulful,#JustVibing,#Emotional"
53,21,1,2024-05-04 19:13:23.160214,2,"['Hip-Hop', 'Alternative', 'Dancehall', 'Soul', 'Emo', 'Pop', 'Techno', 'Trance', 'Electronic', 'Indie', 'Rock', 'Blues', 'Ska', 'Chillstep', 'R&B', 'Grunge']","#Emotional,#CurrentMood"
91,289,0,2024-09-04 14:06:23.160217,-1,[],"#RawEmotions,#SelfReflection,#BrokenHeart,#CurrentMood,#StoryOfMyLife,#LifeFeels,#MusicToFeelTo,#Relatable,#CryingInTheClub,#Heartbreak,#InMyFeelings,#JustVibing,#Soulful,#AloneButNotLonely,#LostAndFound"
91,429,2,2024-08-14 15:48:23.160220,-1,"['Ambient', 'Rock', 'Metal', 'Reggae', 'Opera', 'Latin', 'DrumAndBass', 'Dubstep', 'Punk', 'Jazz', 'Lo-fi', 'R&B', 'Funk', 'Country', 'House', 'Afrobeats', 'Ska', 'Blues']",#MusicMood
99,35,2,2024-10-05 03:20:23.160223,1,"['DrumAndBass', 'Metal']","#HealingThroughMusic,#ViralSound"
40,325,0,2024-06-26 13:36:23.160227,1,"['Blues', 'Indie', 'Trap', 'House', 'Hip-Hop', 'Dancehall', 'Electronic', 'Ambient', 'Metal']","#LateNightVibes,#RawEmotions,#Emotional,#LoveSong,#SadBoyHours,#Relatable,#Soulful,#MusicMood"
27,394,3,2024-06-04 22:23:23.160230,1,"['Alternative', 'Jazz', 'Synthwave', 'R&B', 'DrumAndBass', 'Acoustic', 'K-Pop', 'House', 'Folk', 'Funk', 'Disco']",#BrokenHeart
9,262,2,2024-03-17 13:02:23.160234,1,"['Jazz', 'Funk']","#LateNightVibes,#FeelsTrain"
7,46,1,2024-04-20 18:59:23.160237,1,"['Gospel', 'Indie', 'Metal', 'Folk']","#SelfReflection,#AloneButNotLonely,#LostInThought,#ViralSound,#HealingThroughMusic,#Mood,#LateNightVibes,#ChillVibes,#MusicToFeelTo,#InnerPeace,#LoveSong,#BrokenHeart,#FeelsTrain,#CurrentMood,#InMyFeelings"
77,162,1,2024-09-23 13:42:23.160240,1,"['Acoustic', 'Trap', 'Metal']","#FeelsTrain,#TikTokViral,#FeelingsMatter,#InMyFeelings,#OnMyMind,#Mood,#DeepThoughts,#InnerPeace,#CryingInTheClub,#RawEmotions,#ViralSound,#ChillVibes,#LostAndFound,#JustVibing,#StoryOfMyLife"
86,31,0,2024-04-02 17:36:23.160244,1,"['Opera', 'Electronic', 'Disco']",
65,326,1,2024-12-02 03:52:23.160247,2,"['DrumAndBass', 'Acoustic', 'Synthwave']","#Soulful,#MusicTherapy,#BrokenHeart,#LostAndFound,#JustVibing"
63,291,0,2024-07-19 22:54:23.160250,2,"['EDM', 'Chillstep', 'Soul', 'Pop', 'Blues', 'Dubstep', 'Synthwave', 'Grunge', 'Funk', 'Metal', 'Emo']",
74,265,1,2024-12-17 06:07:23.160253,-1,"['Synthwave', 'Jazz', 'Emo', 'Gospel', 'Soul', 'Funk', 'Ambient', 'Trap', 'K-Pop', 'Rock']","#HealingThroughMusic,#FeelingsMatter,#InnerPeace,#JustVibing,#AloneButNotLonely,#LostAndFound,#CryingInTheClub,#LoveSong,#Soulful"
82,45,2,2024-09-09 04:51:23.160257,1,"['Opera', 'Synthwave', 'Country']","#CryingInTheClub,#MusicToFeelTo,#ChillVibes,#StoryOfMyLife,#LostAndFound,#MusicMood,#Relatable,#JustVibing,#MusicTherapy,#CurrentMood,#Emotional,#FeelsTrain"
39,265,0,2024-03-12 09:54:23.160260,-1,"['Synthwave', 'Jazz', 'Emo', 'Gospel', 'Soul', 'Funk', 'Ambient', 'Trap', 'K-Pop', 'Rock']","#HealingThroughMusic,#FeelingsMatter,#InnerPeace,#JustVibing,#AloneButNotLonely,#LostAndFound,#CryingInTheClub,#LoveSong,#Soulful"
13,22,2,2024-12-30 06:18:23.160263,1,"['Reggae', 'R&B', 'Grunge', 'Emo', 'Lo-fi', 'Synthwave']","#Soulful,#InnerPeace,#ChillVibes,#MusicMood,#JustVibing,#LateNightVibes,#TikTokViral,#LostInThought,#FeelsTrain,#LostAndFound,#CurrentMood"
19,281,2,2024-10-07 03:05:23.160266,-1,"['Disco', 'Chillstep', 'K-Pop', 'World', 'House', 'Blues', 'Classical', 'Afrobeats', 'DrumAndBass', 'EDM', 'Country', 'Gospel', 'Alternative', 'Trance', 'R&B', 'Funk', 'Grunge']",#SadBoyHours
94,481,0,2024-12-06 23:04:23.160270,2,"['Dancehall', 'Jazz', 'Ambient', 'Gospel', 'Indie', 'Reggae', 'Chillstep']","#InMyFeelings,#HealingThroughMusic,#SelfReflection,#JustVibing,#LifeFeels,#Dreamy,#StoryOfMyLife,#MusicMood,#LostAndFound,#LateNightVibes,#DeepThoughts,#BrokenHeart,#InnerPeace,#Heartbreak,#CryingInTheClub"
83,325,1,2024-09-04 11:33:23.160273,1,"['Blues', 'Indie', 'Trap', 'House', 'Hip-Hop', 'Dancehall', 'Electronic', 'Ambient', 'Metal']","#LateNightVibes,#RawEmotions,#Emotional,#LoveSong,#SadBoyHours,#Relatable,#Soulful,#MusicMood"
77,89,1,2024-04-24 01:36:23.160276,1,['Soul'],"#FeelsTrain,#Heartbreak,#LostAndFound,#ViralSound,#SadBoyHours,#LoveSong,#MusicMood,#LostInThought,#Emotional"
14,35,1,2024-09-06 21:53:23.160279,-1,"['DrumAndBass', 'Metal']","#HealingThroughMusic,#ViralSound"
38,295,1,2024-08-04 16:31:23.160283,-1,"['Trap', 'Punk']","#Relatable,#LostInThought,#Mood"
31,91,0,2025-01-06 11:19:23.160286,1,"['Pop', 'Synthwave', 'Metal', 'Lo-fi', 'DrumAndBass', 'K-Pop', 'Dubstep', 'Opera', 'Disco', 'Acoustic', 'Alternative']","#HealingThroughMusic,#MusicMood,#JustVibing,#AloneButNotLonely,#MusicTherapy,#Emotional,#FeelsTrain,#CurrentMood,#Heartbreak"
42,295,1,2024-07-27 16:12:23.160289,-1,"['Trap', 'Punk']","#Relatable,#LostInThought,#Mood"
99,230,1,2024-03-21 22:02:23.160292,1,"['Classical', 'Funk']","#MusicMood,#BrokenHeart,#CurrentMood,#LifeFeels,#InnerPeace,#Mood,#InMyFeelings,#SadBoyHours,#LateNightVibes,#Dreamy"
